,ST_CASE,HOUR,MINUTE,TIME
20236,370094,19,12,1152
20237,370095,21,2,1262
20238,370096,7,57,477
20239,370097,16,1,961
20240,370098,18,33,1113
20241,370099,12,38,758
20242,370100,15,31,931
20243,370101,19,44,1184
20244,370102,18,29,1109
20245,370103,7,51,471
20246,370104,13,41,821
20247,370105,12,29,749
20248,370106,14,7,847
20249,370107,19,12,1152
20250,370108,5,34,334
20251,370109,4,7,247
20252,370110,4,27,267
20253,370111,6,38,398
20254,370112,18,3,1083
20255,370113,9,48,588
20256,370114,19,40,1180
20257,370115,11,28,688
20258,370116,6,20,380
20259,370117,19,45,1185
20260,370118,19,53,1193
20261,370119,7,37,457
20262,370120,7,8,428
20263,370121,10,37,637
20264,370122,19,33,1173
20265,370123,0,59,59
20266,370124,11,10,670
20267,370125,18,37,1117
20268,370126,11,59,719
20269,370127,21,21,1281
20270,370128,18,13,1093
20271,370129,15,47,947
20272,370130,12,58,778
20273,370131,9,21,561
20274,370132,20,40,1240
20275,370133,21,37,1297
20276,370134,10,44,644
20277,370135,13,28,808
20278,370136,20,8,1208
20279,370137,1,11,71
20280,370138,17,56,1076
20281,370139,7,9,429
20282,370140,1,6,66
20283,370141,21,8,1268
20284,370142,1,46,106
20285,370143,15,41,941
20286,370145,11,17,677
20287,370146,7,27,447
20288,370147,16,43,1003
20289,370148,17,52,1072
20290,370149,3,30,210
20291,370150,10,10,610
20292,370151,17,20,1040
20293,370152,1,5,65
20294,370153,15,35,935
20295,370154,21,35,1295
20296,370155,14,43,883
20297,370156,22,15,1335
20298,370157,12,18,738
20299,370158,15,4,904
20300,370159,15,55,955
20301,370160,10,15,615
20302,370161,10,1,601
20303,370162,15,25,925
20304,370163,21,37,1297
20305,370164,1,23,83
20306,370165,15,21,921
20307,370166,5,57,357
20308,370167,23,25,1405
20309,370168,10,45,645
20310,370169,11,50,710
20311,370170,2,48,168
20312,370171,23,0,1380
20313,370172,20,35,1235
20314,370173,5,58,358
20315,370174,12,4,724
20316,370175,14,36,876
20317,370176,15,2,902
20318,370177,20,34,1234
20319,370178,14,35,875
20320,370179,10,26,626
20321,370180,13,16,796
20322,370181,12,50,770
20323,370182,10,46,646
20324,370183,11,35,695
20325,370184,13,25,805
20326,370185,17,20,1040
20327,370186,15,8,908
20328,370187,15,24,924
20329,370188,13,17,797
20330,370189,13,3,783
20331,370190,18,35,1115
20332,370191,13,49,829
20333,370192,19,50,1190
20334,370193,11,3,663
20335,370194,8,5,485
20336,370195,19,3,1143
20337,370196,20,28,1228
20338,370197,21,49,1309
20339,370198,22,9,1329
20340,370199,4,33,273
20341,370200,19,50,1190
20342,370201,16,5,965
20343,370202,18,39,1119
20344,370203,1,25,85
20345,370204,9,45,585
20346,370205,17,11,1031
20347,370206,6,26,386
20348,370207,21,15,1275
20349,370208,13,45,825
20350,370209,21,45,1305
20351,370210,20,13,1213
20352,370211,16,43,1003
20353,370212,16,9,969
20354,370213,13,2,782
20355,370214,19,40,1180
20356,370215,18,44,1124
20357,370216,4,33,273
20358,370217,20,37,1237
20359,370218,20,11,1211
20360,370219,17,31,1051
20361,370220,0,19,19
20362,370221,6,35,395
20363,370222,4,37,277
20364,370223,20,20,1220
20365,370224,10,52,652
20366,370225,13,8,788
20367,370226,2,11,131
20368,370227,6,31,391
20369,370228,14,28,868
20370,370229,22,14,1334
20371,370230,12,55,775
20372,370231,21,18,1278
20373,370232,20,52,1252
20374,370233,9,10,550
20375,370234,22,53,1373
20376,370235,21,46,1306
20377,370236,8,54,534
20378,370237,20,21,1221
20379,370238,2,9,129
20380,370239,23,43,1423
20381,370240,15,38,938
20382,370241,18,25,1105
20383,370242,19,21,1161
20384,370243,16,11,971
20385,370244,17,18,1038
20386,370245,22,20,1340
20387,370246,21,36,1296
20388,370247,15,16,916
20389,370248,19,46,1186
20390,370249,5,32,332
20391,370250,22,43,1363
20392,370251,13,14,794
20393,370252,20,32,1232
20394,370253,10,22,622
20395,370254,11,36,696
20396,370255,10,58,658
20397,370256,17,17,1037
20398,370257,18,50,1130
20399,370258,22,23,1343
20400,370259,23,36,1416
20401,370260,13,55,835
20402,370261,14,25,865
20403,370262,21,4,1264
20404,370263,1,56,116
20405,370264,16,42,1002
20406,370265,2,8,128
20407,370266,17,39,1059
20408,370267,20,35,1235
20409,370268,18,52,1132
20410,370269,23,6,1386
20411,370270,15,47,947
20412,370271,11,59,719
20413,370272,2,33,153
20414,370273,5,22,322
20415,370274,3,19,199
20416,370275,17,11,1031
20417,370276,5,20,320
20418,370277,19,17,1157
20419,370278,1,42,102
20420,370279,16,36,996
20421,370280,13,47,827
20422,370281,10,59,659
20423,370282,18,2,1082
20424,370283,15,10,910
20425,370284,19,6,1146
20426,370285,6,42,402
20427,370286,23,19,1399
20428,370287,13,11,791
20429,370288,17,9,1029
20430,370289,15,26,926
20431,370290,6,19,379
20432,370291,14,37,877
20433,370292,17,23,1043
20434,370293,22,20,1340
20435,370294,10,14,614
20436,370295,10,17,617
20437,370296,16,23,983
20438,370297,15,48,948
20439,370298,13,26,806
20440,370299,6,9,369
20441,370300,22,20,1340
20442,370301,13,9,789
20443,370302,6,18,378
20444,370303,13,47,827
20445,370304,16,43,1003
20446,370305,11,52,712
20447,370306,3,49,229
20448,370307,1,56,116
20449,370308,20,38,1238
20450,370309,11,45,705
20451,370310,23,36,1416
20452,370311,10,8,608
20453,370312,15,32,932
20454,370313,1,33,93
20455,370314,13,21,801
20456,370315,5,24,324
20457,370316,0,48,48
20458,370317,5,38,338
20459,370318,20,12,1212
20460,370319,19,4,1144
20461,370320,7,44,464
20462,370321,10,7,607
20463,370322,16,1,961
20464,370323,1,53,113
20465,370324,7,13,433
20466,370325,20,49,1249
20467,370326,19,19,1159
20468,370327,23,28,1408
20469,370328,7,52,472
20470,370329,14,30,870
20471,370330,14,23,863
20472,370331,17,7,1027
20473,370332,22,45,1365
20474,370333,17,6,1026
20475,370334,16,33,993
20476,370335,15,0,900
20477,370336,17,8,1028
20478,370337,23,25,1405
20479,370338,11,46,706
20480,370339,5,53,353
20481,370340,99,99,6039
20482,370341,21,11,1271
20483,370342,7,38,458
20484,370343,10,40,640
20485,370344,16,6,966
20486,370345,21,20,1280
20487,370346,8,45,525
20488,370347,13,15,795
20489,370348,9,10,550
20490,370349,13,13,793
20491,370350,11,54,714
20492,370351,23,0,1380
20493,370352,13,19,799
20494,370353,7,25,445
20495,370354,9,47,587
20496,370355,22,4,1324
20497,370356,0,43,43
20498,370357,17,3,1023
20499,370358,17,31,1051
20500,370359,20,11,1211
20501,370360,18,7,1087
20502,370361,13,2,782
20503,370362,20,32,1232
20504,370363,18,8,1088
20505,370364,20,27,1227
20506,370365,12,3,723
20507,370366,21,4,1264
20508,370367,19,19,1159
20509,370368,22,18,1338
20510,370369,17,0,1020
20511,370370,15,48,948
20512,370371,4,2,242
20513,370372,23,7,1387
20514,370373,6,8,368
20515,370374,23,13,1393
20516,370375,3,45,225
20517,370376,1,22,82
20518,370377,15,51,951
20519,370378,15,14,914
20520,370379,17,59,1079
20521,370380,17,48,1068
20522,370381,1,43,103
20523,370382,13,50,830
20524,370383,14,27,867
20525,370384,23,8,1388
20526,370385,13,9,789
20527,370386,10,2,602
20528,370387,12,14,734
20529,370388,16,34,994
20530,370389,19,15,1155
20531,370390,5,49,349
20532,370391,3,33,213
20533,370392,23,9,1389
20534,370393,20,27,1227
20535,370394,16,13,973
20536,370395,5,57,357
20537,370396,10,42,642
20538,370397,17,7,1027
20539,370398,13,16,796
20540,370399,20,51,1251
20541,370400,9,8,548
20542,370401,19,27,1167
20543,370402,13,29,809
20544,370403,9,28,568
20545,370404,14,42,882
20546,370405,2,12,132
20547,370406,0,22,22
20548,370407,12,51,771
20549,370408,7,21,441
20550,370409,3,14,194
20551,370410,17,4,1024
20552,370411,2,30,150
20553,370412,8,20,500
20554,370413,21,37,1297
20555,370414,16,6,966
20556,370415,5,3,303
20557,370416,6,23,383
20558,370417,14,30,870
20559,370418,18,1,1081
20560,370419,0,55,55
20561,370420,3,13,193
20562,370421,5,55,355
20563,370422,6,7,367
20564,370423,19,13,1153
20565,370424,7,45,465
20566,370425,23,40,1420
20567,370426,16,35,995
20568,370427,23,12,1392
20569,370428,23,31,1411
20570,370429,11,8,668
20571,370430,23,20,1400
20572,370431,7,51,471
20573,370432,11,38,698
20574,370433,13,29,809
20575,370434,22,2,1322
20576,370435,11,23,683
20577,370436,2,36,156
20578,370437,15,27,927
20579,370438,6,58,418
20580,370439,22,5,1325
20581,370440,20,50,1250
20582,370441,11,57,717
20583,370442,11,42,702
20584,370443,7,20,440
20585,370444,19,15,1155
20586,370445,14,7,847
20587,370446,20,31,1231
20588,370447,20,49,1249
20589,370448,10,34,634
20590,370449,20,10,1210
20591,370450,18,35,1115
20592,370451,7,21,441
20593,370452,7,19,439
20594,370453,12,0,720
20595,370454,9,15,555
20596,370455,18,22,1102
20597,370456,14,38,878
20598,370457,9,20,560
20599,370458,5,30,330
20600,370459,20,56,1256
20601,370460,16,5,965
20602,370461,17,36,1056
20603,370462,13,36,816
20604,370463,0,24,24
20605,370464,21,11,1271
20606,370465,3,59,239
20607,370466,22,35,1355
20608,370467,18,8,1088
20609,370468,19,46,1186
20610,370469,15,1,901
20611,370470,11,27,687
20612,370471,18,43,1123
20613,370472,17,9,1029
20614,370473,23,11,1391
20615,370474,17,40,1060
20616,370475,15,5,905
20617,370476,13,52,832
20618,370477,13,18,798
20619,370478,9,58,598
20620,370479,6,27,387
20621,370480,15,15,915
20622,370481,12,18,738
20623,370482,12,34,754
20624,370483,15,7,907
20625,370484,21,42,1302
20626,370485,16,33,993
20627,370486,14,50,890
20628,370487,1,35,95
20629,370488,17,4,1024
20630,370489,18,39,1119
20631,370490,23,24,1404
20632,370491,16,33,993
20633,370492,20,25,1225
20634,370493,17,3,1023
20635,370494,7,46,466
20636,370495,8,31,511
20637,370496,5,26,326
20638,370497,16,4,964
20639,370498,18,8,1088
20640,370499,13,13,793
20641,370500,8,47,527
20642,370501,12,29,749
20643,370502,19,10,1150
20644,370503,0,2,2
20645,370504,15,52,952
20646,370505,19,21,1161
20647,370506,23,30,1410
20648,370507,3,21,201
20649,370508,21,19,1279
20650,370509,21,47,1307
20651,370510,9,12,552
20652,370511,3,45,225
20653,370512,13,56,836
20654,370513,16,34,994
20655,370514,0,28,28
20656,370515,18,25,1105
20657,370516,10,58,658
20658,370517,14,0,840
20659,370518,21,16,1276
20660,370519,14,20,860
20661,370520,0,22,22
20662,370521,16,25,985
20663,370522,11,50,710
20664,370523,22,2,1322
20665,370524,22,4,1324
20666,370525,16,31,991
20667,370526,23,52,1432
20668,370527,21,55,1315
20669,370528,4,13,253
20670,370529,0,24,24
20671,370530,2,15,135
20672,370531,3,42,222
20673,370532,13,53,833
20674,370533,9,0,540
20675,370534,14,33,873
20676,370535,13,26,806
20677,370536,13,52,832
20678,370537,15,18,918
20679,370538,16,0,960
20680,370539,16,2,962
20681,370540,0,3,3
20682,370541,16,16,976
20683,370542,12,45,765
20684,370543,14,41,881
20685,370544,16,21,981
20686,370545,11,19,679
20687,370546,2,57,177
20688,370547,2,58,178
20689,370548,20,13,1213
20690,370549,6,20,380
20691,370550,2,2,122
20692,370551,7,20,440
20693,370552,15,43,943
20694,370553,20,12,1212
20695,370554,21,56,1316
20696,370555,1,30,90
20697,370556,19,19,1159
20698,370557,14,16,856
20699,370558,17,1,1021
20700,370559,10,2,602
20701,370560,6,29,389
20702,370561,5,54,354
20703,370562,2,53,173
20704,370563,12,59,779
20705,370564,1,30,90
20706,370565,12,29,749
20707,370566,23,41,1421
20708,370567,3,45,225
20709,370568,7,22,442
20710,370569,4,15,255
20711,370570,19,22,1162
20712,370571,1,2,62
20713,370572,8,59,539
20714,370573,23,39,1419
20715,370574,1,4,64
20716,370575,12,34,754
20717,370576,21,14,1274
20718,370577,22,58,1378
20719,370578,12,43,763
20720,370579,17,53,1073
20721,370580,18,10,1090
20722,370582,21,51,1311
20723,370583,20,16,1216
20724,370584,19,45,1185
20725,370585,3,45,225
20726,370586,18,50,1130
20727,370587,21,49,1309
20728,370588,12,8,728
20729,370589,19,32,1172
20730,370590,19,27,1167
20731,370591,23,36,1416
20732,370592,20,59,1259
20733,370593,21,43,1303
20734,370594,9,44,584
20735,370595,23,4,1384
20736,370596,3,23,203
20737,370597,20,9,1209
20738,370598,19,12,1152
20739,370599,10,30,630
20740,370600,13,3,783
20741,370601,20,12,1212
20742,370602,22,58,1378
20743,370603,21,1,1261
20744,370604,8,36,516
20745,370605,2,17,137
20746,370606,3,22,202
20747,370607,5,19,319
20748,370608,17,46,1066
20749,370609,16,16,976
20750,370610,2,6,126
20751,370611,4,49,289
20752,370612,4,21,261
20753,370613,10,20,620
20754,370614,0,9,9
20755,370615,16,11,971
20756,370616,18,38,1118
20757,370617,1,45,105
20758,370618,21,57,1317
20759,370619,10,55,655
20760,370620,19,24,1164
20761,370622,21,28,1288
20762,370623,18,18,1098
20763,370624,15,11,911
20764,370625,18,47,1127
20765,370626,22,40,1360
20766,370627,22,39,1359
20767,370628,9,11,551
20768,370629,16,32,992
20769,370630,13,38,818
20770,370631,5,0,300
20771,370632,2,36,156
20772,370633,0,44,44
20773,370634,21,5,1265
20774,370635,11,37,697
20775,370636,21,15,1275
20776,370637,17,40,1060
20777,370638,22,54,1374
20778,370639,3,7,187
20779,370640,16,0,960
20780,370641,19,15,1155
20781,370642,21,1,1261
20782,370643,12,21,741
20783,370644,1,22,82
20784,370645,10,2,602
20785,370646,16,25,985
20786,370647,12,6,726
20787,370648,1,41,101
20788,370649,19,34,1174
20789,370650,0,44,44
20790,370651,0,23,23
20791,370652,8,5,485
20792,370653,15,8,908
20793,370654,21,17,1277
20794,370655,10,10,610
20795,370656,7,43,463
20796,370657,5,13,313
20797,370658,22,0,1320
20798,370659,16,45,1005
20799,370660,5,2,302
20800,370661,15,1,901
20801,370662,22,59,1379
20802,370663,2,16,136
20803,370664,11,8,668
20804,370665,22,24,1344
20805,370666,22,38,1358
20806,370667,21,0,1260
20807,370668,7,6,426
20808,370670,11,15,675
20809,370671,14,51,891
20810,370672,6,58,418
20811,370673,18,49,1129
20812,370674,21,58,1318
20813,370675,14,24,864
20814,370676,16,48,1008
20815,370677,18,8,1088
20816,370678,14,15,855
20817,370679,0,22,22
20818,370680,15,41,941
20819,370681,14,8,848
20820,370682,10,24,624
20821,370683,20,32,1232
20822,370684,18,32,1112
20823,370685,21,28,1288
20824,370686,5,45,345
20825,370687,15,30,930
20826,370688,16,36,996
20827,370689,21,44,1304
20828,370690,16,29,989
20829,370691,21,53,1313
20830,370692,0,33,33
20831,370693,23,2,1382
20832,370694,16,29,989
20833,370695,8,10,490
20834,370696,18,8,1088
20835,370697,5,9,309
20836,370698,20,54,1254
20837,370699,5,40,340
20838,370700,0,19,19
20839,370701,12,56,776
20840,370702,18,35,1115
20841,370703,13,33,813
20842,370704,22,46,1366
20843,370705,17,21,1041
20844,370706,13,32,812
20845,370707,2,35,155
20846,370708,6,18,378
20847,370709,6,19,379
20848,370710,10,50,650
20849,370711,17,51,1071
20850,370712,13,12,792
20851,370713,6,4,364
20852,370714,10,23,623
20853,370715,3,24,204
20854,370716,2,23,143
20855,370717,7,56,476
20856,370718,4,7,247
20857,370719,22,15,1335
20858,370720,11,55,715
20859,370721,17,47,1067
20860,370722,9,44,584
20861,370723,1,13,73
20862,370724,1,14,74
20863,370725,16,30,990
20864,370726,21,29,1289
20865,370727,11,13,673
20866,370728,20,4,1204
20867,370729,3,46,226
20868,370730,15,14,914
20869,370731,11,50,710
20870,370732,23,17,1397
20871,370733,9,17,557
20872,370734,21,58,1318
20873,370735,4,20,260
20874,370736,17,45,1065
20875,370737,14,9,849
20876,370738,1,27,87
20877,370739,6,10,370
20878,370740,0,37,37
20879,370741,1,36,96
20880,370742,14,17,857
20881,370743,17,20,1040
20882,370744,22,25,1345
20883,370745,23,53,1433
20884,370746,14,16,856
20885,370747,13,46,826
20886,370748,16,42,1002
20887,370749,11,10,670
20888,370750,10,20,620
20889,370751,10,10,610
20890,370752,23,11,1391
20891,370753,11,4,664
20892,370754,8,51,531
20893,370755,23,28,1408
20894,370756,13,19,799
20895,370757,17,22,1042
20896,370758,22,22,1342
20897,370759,8,29,509
20898,370760,18,40,1120
20899,370761,14,40,880
20900,370762,15,30,930
20901,370763,14,46,886
20902,370764,22,35,1355
20903,370765,0,26,26
20904,370766,15,9,909
20905,370767,7,0,420
20906,370768,13,17,797
20907,370769,14,10,850
20908,370770,16,40,1000
20909,370771,21,32,1292
20910,370772,21,24,1284
20911,370773,11,23,683
20912,370774,15,23,923
20913,370775,13,2,782
20914,370776,16,40,1000
20915,370777,23,14,1394
20916,370778,15,39,939
20917,370779,1,50,110
20918,370780,17,21,1041
20919,370781,16,38,998
20920,370782,21,21,1281
20921,370783,20,11,1211
20922,370784,19,24,1164
20923,370785,6,55,415
20924,370786,8,57,537
20925,370787,9,25,565
20926,370788,21,25,1285
20927,370789,2,41,161
20928,370790,2,10,130
20929,370791,14,55,895
20930,370792,16,15,975
20931,370793,6,53,413
20932,370794,20,35,1235
20933,370795,12,57,777
20934,370796,8,26,506
20935,370797,16,54,1014
20936,370798,0,12,12
20937,370799,12,38,758
20938,370800,12,55,775
20939,370801,10,25,625
20940,370802,8,51,531
20941,370803,16,31,991
20942,370804,4,49,289
20943,370805,18,26,1106
20944,370806,3,23,203
20945,370807,23,48,1428
20946,370808,5,34,334
20947,370809,1,55,115
20948,370810,17,38,1058
20949,370811,15,13,913
20950,370812,0,56,56
20951,370813,19,11,1151
20952,370814,20,9,1209
20953,370815,17,13,1033
20954,370816,12,36,756
20955,370817,17,34,1054
20956,370818,23,13,1393
20957,370819,15,34,934
20958,370820,20,35,1235
20959,370821,12,40,760
20960,370822,18,50,1130
20961,370823,16,46,1006
20962,370824,13,43,823
20963,370825,16,58,1018
20964,370826,11,46,706
20965,370827,20,41,1241
20966,370828,21,39,1299
20967,370829,13,46,826
20968,370830,4,56,296
20969,370831,19,11,1151
20970,370832,7,49,469
20971,370833,17,44,1064
20972,370834,20,33,1233
20973,370835,11,17,677
20974,370836,13,49,829
20975,370837,23,33,1413
20976,370838,12,45,765
20977,370839,14,32,872
20978,370840,22,23,1343
20979,370841,2,2,122
20980,370842,16,16,976
20981,370843,7,25,445
20982,370844,21,57,1317
20983,370845,20,9,1209
20984,370846,7,40,460
20985,370847,11,30,690
20986,370848,15,25,925
20987,370849,20,45,1245
20988,370850,0,16,16
20989,370851,10,1,601
20990,370852,21,36,1296
20991,370853,11,32,692
20992,370854,13,38,818
20993,370855,3,0,180
20994,370856,16,52,1012
20995,370857,7,40,460
20996,370858,17,59,1079
20997,370859,6,24,384
20998,370860,3,0,180
20999,370861,15,46,946
21000,370862,8,36,516
21001,370863,23,32,1412
21002,370864,19,9,1149
21003,370866,17,0,1020
21004,370867,8,20,500
21005,370868,16,9,969
21006,370869,7,31,451
21007,370870,21,55,1315
21008,370871,15,42,942
21009,370872,3,50,230
21010,370873,2,5,125
21011,370874,0,31,31
21012,370875,6,12,372
21013,370876,18,34,1114
21014,370877,11,35,695
21015,370878,6,36,396
21016,370879,1,49,109
21017,370880,21,17,1277
21018,370881,10,30,630
21019,370882,20,17,1217
21020,370883,16,34,994
21021,370884,15,32,932
21022,370885,22,10,1330
21023,370886,11,50,710
21024,370887,14,30,870
21025,370888,11,38,698
21026,370889,2,40,160
21027,370890,0,4,4
21028,370891,20,45,1245
21029,370892,6,39,399
21030,370893,9,39,579
21031,370894,0,16,16
21032,370895,4,5,245
21033,370896,14,7,847
21034,370897,8,57,537
21035,370898,18,13,1093
21036,370899,10,15,615
21037,370900,14,38,878
21038,370901,7,41,461
21039,370902,18,50,1130
21040,370903,22,9,1329
21041,370904,20,11,1211
21042,370905,15,58,958
21043,370906,22,5,1325
21044,370907,15,25,925
21045,370908,3,0,180
21046,370909,19,7,1147
21047,370910,13,19,799
21048,370911,21,16,1276
21049,370912,1,25,85
21050,370913,8,57,537
21051,370914,17,58,1078
21052,370915,13,1,781
21053,370916,17,17,1037
21054,370917,1,31,91
21055,370918,6,14,374
21056,370919,18,30,1110
21057,370920,20,15,1215
21058,370921,23,12,1392
21059,370922,3,17,197
21060,370923,15,19,919
21061,370924,9,15,555
21062,370925,19,27,1167
21063,370926,15,20,920
21064,370927,2,18,138
21065,370928,21,12,1272
21066,370929,21,13,1273
21067,370930,17,46,1066
21068,370931,0,58,58
21069,370932,10,8,608
21070,370933,17,26,1046
21071,370934,18,50,1130
21072,370935,3,3,183
21073,370936,13,29,809
21074,370937,0,51,51
21075,370938,20,10,1210
21076,370939,16,14,974
21077,370940,9,8,548
21078,370941,2,18,138
21079,370942,16,55,1015
21080,370943,0,19,19
21081,370944,8,37,517
21082,370945,18,33,1113
21083,370946,19,21,1161
21084,370947,19,49,1189
21085,370948,18,46,1126
21086,370949,14,47,887
21087,370950,0,7,7
21088,370951,13,43,823
21089,370952,18,38,1118
21090,370953,6,55,415
21091,370954,13,28,808
21092,370955,21,52,1312
21093,370956,1,20,80
21094,370957,20,30,1230
21095,370958,14,46,886
21096,370959,3,57,237
21097,370960,3,9,189
21098,370961,14,36,876
21099,370962,21,51,1311
21100,370963,1,41,101
21101,370964,10,33,633
21102,370965,11,17,677
21103,370966,7,32,452
21104,370967,12,37,757
21105,370968,2,20,140
21106,370969,7,54,474
21107,370970,0,32,32
21108,370971,19,23,1163
21109,370972,7,29,449
21110,370973,12,44,764
21111,370974,16,54,1014
21112,370975,1,10,70
21113,370976,13,40,820
21114,370977,13,58,838
21115,370978,16,57,1017
21116,370979,15,19,919
21117,370980,20,13,1213
21118,370981,0,10,10
21119,370982,17,43,1063
21120,370983,10,50,650
21121,370984,6,54,414
21122,370985,6,9,369
21123,370986,19,9,1149
21124,370987,20,15,1215
21125,370988,0,55,55
21126,370989,15,50,950
21127,370990,7,55,475
21128,370991,1,17,77
21129,370992,3,44,224
21130,370993,5,31,331
21131,370994,10,1,601
21132,370995,22,36,1356
21133,370996,6,46,406
21134,370997,20,14,1214
21135,370998,23,17,1397
21136,370999,1,35,95
21137,371000,5,19,319
21138,371001,11,21,681
21139,371002,0,38,38
21140,371003,21,14,1274
21141,371004,20,58,1258
21142,371005,19,31,1171
21143,371006,2,47,167
21144,371007,15,27,927
21145,371008,8,31,511
21146,371009,14,47,887
21147,371010,8,42,522
21148,371011,14,39,879
21149,371012,12,16,736
21150,371013,19,44,1184
21151,371014,14,43,883
21152,371015,1,11,71
21153,371016,22,37,1357
21154,371017,3,35,215
21155,371018,18,15,1095
21156,371019,10,48,648
21157,371020,1,22,82
21158,371021,15,47,947
21159,371022,19,30,1170
21160,371023,12,48,768
21161,371024,16,38,998
21162,371025,0,5,5
21163,371026,19,53,1193
21164,371027,7,15,435
21165,371028,19,36,1176
21166,371029,0,28,28
21167,371030,4,4,244
21168,371031,23,45,1425
21169,371032,13,56,836
21170,371033,20,32,1232
21171,371034,13,1,781
21172,371035,18,8,1088
21173,371036,7,19,439
21174,371037,1,52,112
21175,371038,15,20,920
21176,371039,20,19,1219
21177,371040,0,53,53
21178,371041,13,2,782
21179,371042,16,23,983
21180,371043,15,20,920
21181,371044,7,29,449
21182,371045,18,53,1133
21183,371046,7,7,427
21184,371047,0,59,59
21185,371048,22,39,1359
21186,371049,3,9,189
21187,371050,6,28,388
21188,371051,22,26,1346
21189,371052,3,1,181
21190,371053,19,47,1187
21191,371054,19,20,1160
21192,371055,23,24,1404
21193,371056,22,47,1367
21194,371057,19,5,1145
21195,371058,7,47,467
21196,371059,7,36,456
21197,371060,18,26,1106
21198,371061,15,26,926
21199,371062,19,25,1165
21200,371063,13,34,814
21201,371064,20,40,1240
21202,371065,17,22,1042
21203,371066,21,54,1314
21204,371067,21,54,1314
21205,371068,16,21,981
21206,371069,4,44,284
21207,371070,19,39,1179
21208,371071,8,9,489
21209,371072,14,5,845
21210,371073,19,21,1161
21211,371074,3,38,218
21212,371075,2,49,169
21213,371076,19,16,1156
21214,371077,17,55,1075
21215,371078,17,55,1075
21216,371079,13,15,795
21217,371080,23,57,1437
21218,371081,10,17,617
21219,371082,18,30,1110
21220,371083,10,39,639
21221,371084,10,13,613
21222,371085,6,2,362
21223,371086,15,56,956
21224,371087,18,10,1090
21225,371088,18,16,1096
21226,371089,18,38,1118
21227,371090,13,9,789
21228,371091,16,38,998
21229,371092,17,55,1075
21230,371093,20,32,1232
21231,371094,19,3,1143
21232,371095,19,43,1183
21233,371096,6,40,400
21234,371097,9,54,594
21235,371098,13,19,799
21236,371099,14,46,886
21237,371100,11,46,706
21238,371101,20,1,1201
21239,371102,19,1,1141
21240,371103,14,32,872
21241,371104,21,24,1284
21242,371105,16,46,1006
21243,371106,11,34,694
21244,371107,13,6,786
21245,371108,0,48,48
21246,371109,18,32,1112
21247,371110,19,36,1176
21248,371111,2,58,178
21249,371112,19,26,1166
21250,371113,23,25,1405
21251,371114,19,34,1174
21252,371115,18,47,1127
21253,371116,8,7,487
21254,371117,17,57,1077
21255,371118,15,21,921
21256,371119,21,40,1300
21257,371120,14,36,876
21258,371121,13,52,832
21259,371122,18,42,1122
21260,371123,0,30,30
21261,371124,3,59,239
21262,371125,6,14,374
21263,371126,2,35,155
21264,371127,7,25,445
21265,371128,13,19,799
21266,371129,19,7,1147
21267,371130,19,52,1192
21268,371132,2,15,135
21269,371133,16,40,1000
21270,371134,18,21,1101
21271,371135,15,1,901
21272,371136,11,6,666
21273,371137,19,58,1198
21274,371138,22,59,1379
21275,371139,4,34,274
21276,371140,14,41,881
21277,371141,14,50,890
21278,371142,11,5,665
21279,371143,18,20,1100
21280,371144,17,49,1069
21281,371145,3,6,186
21282,371146,0,30,30
21283,371147,14,4,844
21284,371148,4,44,284
21285,371149,17,50,1070
21286,371150,3,42,222
21287,371151,14,5,845
21288,371152,15,34,934
21289,371153,21,26,1286
21290,371154,20,54,1254
21291,371155,13,37,817
21292,371156,12,38,758
21293,371157,6,35,395
21294,371158,19,44,1184
21295,371159,22,25,1345
21296,371160,17,12,1032
21297,371161,21,48,1308
21298,371162,21,1,1261
21299,371163,21,17,1277
21300,371164,21,6,1266
21301,371165,21,20,1280
21302,371166,17,4,1024
21303,371167,23,41,1421
21304,371168,11,58,718
21305,371169,10,3,603
21306,371170,2,0,120
21307,371171,17,37,1057
21308,371172,5,55,355
21309,371173,19,14,1154
21310,371174,10,51,651
21311,371175,8,21,501
21312,371176,6,45,405
21313,371177,11,11,671
21314,371178,6,58,418
21315,371179,15,18,918
21316,371180,10,31,631
21317,371181,18,24,1104
21318,371182,9,56,596
21319,371183,7,11,431
21320,371184,17,0,1020
21321,371185,15,13,913
21322,371186,0,23,23
21323,371187,22,48,1368
21324,371188,21,31,1291
21325,371189,14,8,848
21326,371190,19,13,1153
21327,371191,20,55,1255
21328,371192,7,40,460
21329,371193,15,45,945
21330,371194,9,40,580
21331,371195,11,42,702
21332,371196,13,17,797
21333,371197,11,6,666
21334,371198,10,59,659
21335,371199,8,8,488
21336,371200,15,52,952
21337,371201,4,9,249
21338,371202,10,41,641
21339,371203,8,50,530
21340,371204,9,32,572
21341,371205,23,50,1430
21342,371206,12,29,749
21343,371207,18,45,1125
21344,371208,13,55,835
21345,371209,2,9,129
21346,371210,9,38,578
21347,371211,10,19,619
21348,371212,18,39,1119
21349,371213,23,7,1387
21350,371214,15,52,952
21351,371215,3,9,189
21352,371216,11,52,712
21353,371217,8,9,489
21354,371218,11,45,705
21355,371219,19,5,1145
21356,371220,20,24,1224
21357,371221,8,20,500
21358,371222,22,55,1375
21359,371223,1,4,64
21360,371224,3,54,234
21361,371225,1,0,60
21362,371226,14,35,875
21363,371227,14,52,892
21364,371228,6,11,371
