,ST_CASE,HOUR,MINUTE,TIME
30295,510255,2,25,145
30296,510256,6,57,417
30297,510257,15,40,940
30298,510258,23,10,1390
30299,510259,20,38,1238
30300,510260,19,55,1195
30301,510261,16,45,1005
30302,510262,21,24,1284
30303,510263,14,20,860
30304,510264,0,43,43
30305,510265,22,54,1374
30306,510266,10,52,652
30307,510267,15,18,918
30308,510268,19,5,1145
30309,510269,0,17,17
30310,510270,10,12,612
30311,510271,16,39,999
30312,510272,0,10,10
30313,510273,7,31,451
30314,510274,13,22,802
30315,510275,1,59,119
30316,510276,7,48,468
30317,510277,11,24,684
30318,510278,20,43,1243
30319,510279,15,49,949
30320,510280,8,26,506
30321,510281,20,43,1243
30322,510282,13,45,825
30323,510283,1,58,118
30324,510284,1,20,80
30325,510285,1,25,85
30326,510286,3,25,205
30327,510287,18,59,1139
30328,510288,21,45,1305
30329,510289,16,51,1011
30330,510290,22,34,1354
30331,510291,1,23,83
30332,510292,19,5,1145
30333,510293,3,40,220
30334,510294,3,49,229
30335,510295,0,53,53
30336,510296,11,30,690
30337,510297,12,9,729
30338,510298,2,5,125
30339,510299,12,40,760
30340,510300,22,40,1360
30341,510301,20,49,1249
30342,510302,12,29,749
30343,510303,19,54,1194
30344,510304,22,25,1345
30345,510305,11,56,716
30346,510306,2,42,162
30347,510307,0,10,10
30348,510308,7,50,470
30349,510309,22,30,1350
30350,510310,12,50,770
30351,510311,13,50,830
30352,510312,18,12,1092
30353,510313,16,0,960
30354,510314,19,13,1153
30355,510315,14,52,892
30356,510316,9,30,570
30357,510317,2,22,142
30358,510318,13,43,823
30359,510319,6,0,360
30360,510320,21,41,1301
30361,510321,14,51,891
30362,510322,1,0,60
30363,510323,23,40,1420
30364,510324,20,12,1212
30365,510325,18,30,1110
30366,510326,17,50,1070
30367,510327,10,18,618
30368,510328,17,10,1030
30369,510329,15,24,924
30370,510330,18,20,1100
30371,510331,1,4,64
30372,510332,22,30,1350
30373,510333,20,25,1225
30374,510334,22,15,1335
30375,510335,7,3,423
30376,510336,7,40,460
30377,510337,12,17,737
30378,510338,14,50,890
30379,510339,15,18,918
30380,510340,15,46,946
30381,510341,1,8,68
30382,510342,18,40,1120
30383,510343,23,14,1394
30384,510344,11,15,675
30385,510345,20,5,1205
30386,510346,9,35,575
30387,510347,3,40,220
30388,510348,11,56,716
30389,510349,10,45,645
30390,510350,6,41,401
30391,510351,15,14,914
30392,510352,22,59,1379
30393,510353,2,35,155
30394,510354,11,10,670
30395,510355,21,55,1315
30396,510356,2,35,155
30397,510357,0,30,30
30398,510358,12,6,726
30399,510359,21,44,1304
30400,510360,10,15,615
30401,510361,0,20,20
30402,510362,11,49,709
30403,510363,23,30,1410
30404,510364,18,3,1083
30405,510365,5,45,345
30406,510366,19,15,1155
30407,510367,5,47,347
30408,510368,16,42,1002
30409,510369,2,13,133
30410,510370,0,43,43
30411,510371,6,28,388
30412,510372,21,50,1310
30413,510373,3,52,232
30414,510374,1,50,110
30415,510375,18,25,1105
30416,510376,1,30,90
30417,510377,18,34,1114
30418,510378,15,21,921
30419,510379,19,30,1170
30420,510380,17,46,1066
30421,510381,21,35,1295
30422,510382,21,15,1275
30423,510383,11,43,703
30424,510384,22,30,1350
30425,510385,23,35,1415
30426,510386,1,31,91
30427,510387,17,10,1030
30428,510388,8,10,490
30429,510389,5,34,334
30430,510390,12,22,742
30431,510391,8,45,525
30432,510392,14,28,868
30433,510393,21,0,1260
30434,510394,5,45,345
30435,510395,21,59,1319
30436,510396,22,31,1351
30437,510397,23,25,1405
30438,510398,1,45,105
30439,510399,15,0,900
30440,510400,20,43,1243
30441,510401,13,57,837
30442,510402,5,10,310
30443,510403,15,10,910
30444,510404,20,7,1207
30445,510405,12,5,725
30446,510406,12,30,750
30447,510407,7,30,450
30448,510408,22,55,1375
30449,510409,1,6,66
30450,510410,1,50,110
30451,510411,16,17,977
30452,510412,22,8,1328
30453,510413,21,55,1315
30454,510414,7,52,472
30455,510415,16,50,1010
30456,510416,17,22,1042
30457,510417,15,40,940
30458,510418,21,15,1275
30459,510419,2,39,159
30460,510420,11,35,695
30461,510421,18,40,1120
30462,510422,16,29,989
30463,510423,12,53,773
30464,510424,14,45,885
30465,510425,16,0,960
30466,510426,18,56,1136
30467,510427,22,30,1350
30468,510428,15,35,935
30469,510429,12,52,772
30470,510430,6,15,375
30471,510431,12,57,777
30472,510432,22,40,1360
30473,510433,9,40,580
30474,510434,18,45,1125
30475,510435,12,29,749
30476,510436,17,40,1060
30477,510437,2,21,141
30478,510438,11,4,664
30479,510439,14,32,872
30480,510440,1,14,74
30481,510441,9,20,560
30482,510442,4,32,272
30483,510443,5,30,330
30484,510444,14,15,855
30485,510445,22,8,1328
30486,510446,13,57,837
30487,510447,23,36,1416
30488,510448,15,0,900
30489,510449,3,56,236
30490,510450,17,47,1067
30491,510451,1,15,75
30492,510452,15,56,956
30493,510453,1,12,72
30494,510454,10,0,600
30495,510455,15,0,900
30496,510456,3,48,228
30497,510457,14,53,893
30498,510458,17,36,1056
30499,510459,14,16,856
30500,510460,14,0,840
30501,510461,11,40,700
30502,510462,17,0,1020
30503,510463,19,47,1187
30504,510464,15,0,900
30505,510465,15,40,940
30506,510466,19,0,1140
30507,510467,8,28,508
30508,510468,7,11,431
30509,510469,16,35,995
30510,510470,0,30,30
30511,510471,22,30,1350
30512,510472,13,10,790
30513,510473,20,5,1205
30514,510474,21,25,1285
30515,510475,14,12,852
30516,510476,19,20,1160
30517,510477,16,42,1002
30518,510478,17,1,1021
30519,510479,17,40,1060
30520,510480,9,19,559
30521,510481,10,20,620
30522,510482,3,20,200
30523,510483,5,18,318
30524,510484,10,15,615
30525,510485,3,15,195
30526,510486,20,0,1200
30527,510487,15,17,917
30528,510488,17,22,1042
30529,510489,18,49,1129
30530,510490,22,50,1370
30531,510491,7,20,440
30532,510492,20,53,1253
30533,510493,22,22,1342
30534,510494,23,4,1384
30535,510495,14,50,890
30536,510496,15,5,905
30537,510497,21,10,1270
30538,510498,18,50,1130
30539,510499,11,30,690
30540,510500,10,31,631
30541,510501,8,5,485
30542,510502,20,5,1205
30543,510503,19,50,1190
30544,510504,17,48,1068
30545,510505,22,35,1355
30546,510506,22,44,1364
30547,510507,7,15,435
30548,510508,13,0,780
30549,510509,18,53,1133
30550,510510,8,54,534
30551,510511,15,30,930
30552,510512,19,40,1180
30553,510513,3,6,186
30554,510514,14,17,857
30555,510515,7,46,466
30556,510516,6,53,413
30557,510517,6,25,385
30558,510518,8,40,520
30559,510519,13,35,815
30560,510520,9,2,542
30561,510521,21,17,1277
30562,510522,18,30,1110
30563,510523,8,45,525
30564,510524,12,16,736
30565,510525,15,15,915
30566,510526,14,58,898
30567,510527,21,58,1318
30568,510528,9,2,542
30569,510530,17,10,1030
30570,510531,9,25,565
30571,510532,16,35,995
30572,510533,18,52,1132
30573,510534,8,50,530
30574,510535,18,20,1100
30575,510536,4,11,251
30576,510537,0,55,55
30577,510538,20,50,1250
30578,510539,0,59,59
30579,510540,14,7,847
30580,510541,9,36,576
30581,510542,18,50,1130
30582,510543,22,15,1335
30583,510544,6,20,380
30584,510545,2,38,158
30585,510546,23,39,1419
30586,510547,1,0,60
30587,510548,3,10,190
30588,510549,2,8,128
30589,510550,19,50,1190
30590,510551,16,45,1005
30591,510552,3,37,217
30592,510553,14,15,855
30593,510554,17,50,1070
30594,510555,1,29,89
30595,510556,15,24,924
30596,510557,19,7,1147
30597,510558,14,35,875
30598,510559,15,57,957
30599,510560,6,53,413
30600,510561,9,50,590
30601,510562,5,20,320
30602,510563,16,33,993
30603,510564,6,49,409
30604,510565,11,27,687
30605,510566,12,53,773
30606,510567,2,25,145
30607,510568,15,40,940
30608,510569,20,17,1217
30609,510570,15,55,955
30610,510571,16,25,985
30611,510572,17,36,1056
30612,510573,16,20,980
30613,510574,0,28,28
30614,510575,7,10,430
30615,510576,17,30,1050
30616,510577,17,15,1035
30617,510578,2,7,127
30618,510579,15,55,955
30619,510580,4,37,277
30620,510581,5,0,300
30621,510582,23,20,1400
30622,510583,17,3,1023
30623,510584,14,40,880
30624,510585,17,25,1045
30625,510586,14,38,878
30626,510587,22,35,1355
30627,510588,2,59,179
30628,510589,16,20,980
30629,510590,14,50,890
30630,510591,2,55,175
30631,510592,14,39,879
30632,510593,13,0,780
30633,510594,11,29,689
30634,510595,9,4,544
30635,510596,9,13,553
30636,510597,16,45,1005
30637,510598,4,45,285
30638,510599,7,40,460
30639,510600,4,21,261
30640,510601,22,13,1333
30641,510602,15,23,923
30642,510603,15,46,946
30643,510604,1,6,66
30644,510605,4,0,240
30645,510606,0,40,40
30646,510607,18,32,1112
30647,510608,6,57,417
30648,510609,11,30,690
30649,510610,3,50,230
30650,510611,4,0,240
30651,510612,15,24,924
30652,510613,1,2,62
30653,510614,17,23,1043
30654,510615,6,25,385
30655,510616,22,30,1350
30656,510617,20,10,1210
30657,510618,12,15,735
30658,510619,1,30,90
30659,510620,9,25,565
30660,510621,15,15,915
30661,510622,7,0,420
30662,510623,20,59,1259
30663,510624,0,6,6
30664,510625,21,35,1295
30665,510626,1,50,110
30666,510627,8,25,505
30667,510628,12,10,730
30668,510629,15,45,945
30669,510630,5,7,307
30670,510631,21,40,1300
30671,510632,17,30,1050
30672,510633,6,0,360
30673,510634,23,21,1401
30674,510635,10,24,624
30675,510636,4,20,260
30676,510637,18,23,1103
30677,510638,2,5,125
30678,510639,20,30,1230
30679,510640,9,45,585
30680,510641,11,57,717
30681,510642,18,17,1097
30682,510644,2,47,167
30683,510645,15,55,955
30684,510646,3,55,235
30685,510647,0,20,20
30686,510648,19,25,1165
30687,510649,2,20,140
30688,510650,17,50,1070
30689,510651,23,29,1409
30690,510652,2,34,154
30691,510653,18,7,1087
30692,510654,22,43,1363
30693,510655,21,38,1298
30694,510656,21,8,1268
30695,510657,21,57,1317
30696,510658,14,57,897
30697,510659,22,37,1357
30698,510660,20,21,1221
30699,510661,7,47,467
30700,510662,17,45,1065
30701,510663,19,48,1188
30702,510664,13,56,836
30703,510665,2,8,128
30704,510666,7,9,429
30705,510667,3,30,210
30706,510668,12,0,720
30707,510669,19,56,1196
30708,510670,17,59,1079
30709,510671,23,10,1390
30710,510672,12,24,744
30711,510673,23,10,1390
30712,510674,16,40,1000
30713,510675,5,19,319
30714,510676,21,23,1283
30715,510677,12,55,775
30716,510678,12,50,770
30717,510679,5,40,340
30718,510680,12,30,750
30719,510681,9,3,543
30720,510682,12,39,759
30721,510683,14,41,881
30722,510684,12,56,776
30723,510685,6,28,388
30724,510686,19,10,1150
30725,510687,11,20,680
30726,510688,6,34,394
30727,510689,17,49,1069
30728,510690,18,20,1100
30729,510691,0,0,0
30730,510692,16,34,994
30731,510693,8,9,489
30732,510694,9,36,576
30733,510695,16,3,963
30734,510696,21,45,1305
30735,510697,18,40,1120
30736,510698,11,5,665
30737,510699,16,45,1005
30738,510700,6,30,390
30739,510701,11,5,665
30740,510702,17,43,1063
30741,510703,3,40,220
30742,510704,2,7,127
30743,510705,23,14,1394
30744,510706,21,18,1278
30745,510707,20,46,1246
30746,510708,12,50,770
30747,510709,22,7,1327
30748,510710,3,33,213
30749,510711,19,15,1155
30750,510712,4,10,250
30751,510713,4,22,262
30752,530001,4,0,240
30753,530002,12,15,735
30754,530003,11,17,677
30755,530004,9,45,585
30756,530005,22,42,1362
30757,530006,11,54,714
30758,530007,6,0,360
30759,530008,3,16,196
30760,530009,8,9,489
30761,530010,0,30,30
30762,530011,19,9,1149
30763,530012,5,0,300
30764,530013,18,2,1082
30765,530014,5,53,353
30766,530015,1,25,85
30767,530016,21,50,1310
30768,530017,4,20,260
30769,530018,16,56,1016
30770,530019,17,37,1057
30771,530020,15,26,926
30772,530021,16,26,986
30773,530022,6,19,379
30774,530023,1,28,88
30775,530024,18,2,1082
30776,530025,19,46,1186
30777,530026,17,24,1044
30778,530027,13,39,819
30779,530028,6,16,376
30780,530029,8,10,490
30781,530030,2,43,163
30782,530031,2,18,138
30783,530032,18,23,1103
30784,530033,14,39,879
30785,530034,11,26,686
30786,530035,19,30,1170
30787,530036,16,25,985
30788,530037,7,49,469
30789,530038,7,4,424
30790,530039,20,18,1218
30791,530040,16,55,1015
30792,530041,22,27,1347
30793,530042,0,40,40
30794,530043,9,40,580
30795,530044,15,17,917
30796,530045,12,54,774
30797,530046,20,44,1244
30798,530047,1,26,86
30799,530048,12,57,777
30800,530049,20,29,1229
30801,530050,11,42,702
30802,530051,11,42,702
30803,530052,7,42,462
30804,530053,3,30,210
30805,530054,18,11,1091
30806,530055,18,15,1095
30807,530056,15,0,900
30808,530057,17,50,1070
30809,530058,1,17,77
30810,530060,16,35,995
30811,530061,16,23,983
30812,530062,12,4,724
30813,530063,12,29,749
30814,530064,18,54,1134
30815,530065,12,21,741
30816,530066,0,5,5
30817,530067,18,39,1119
30818,530068,10,49,649
30819,530069,1,40,100
30820,530070,19,4,1144
30821,530071,10,13,613
30822,530072,23,59,1439
30823,530073,15,33,933
30824,530074,23,0,1380
30825,530075,15,26,926
30826,530076,15,55,955
30827,530077,22,19,1339
30828,530078,5,35,335
30829,530079,18,15,1095
30830,530080,12,4,724
30831,530081,17,52,1072
30832,530082,19,52,1192
30833,530083,17,44,1064
30834,530084,17,20,1040
30835,530085,18,31,1111
30836,530086,5,49,349
30837,530087,0,40,40
30838,530088,8,35,515
30839,530089,9,41,581
30840,530090,16,16,976
30841,530091,0,6,6
30842,530092,2,43,163
30843,530093,19,47,1187
30844,530094,9,35,575
30845,530095,17,31,1051
30846,530096,23,24,1404
30847,530097,20,48,1248
30848,530098,16,58,1018
30849,530099,10,39,639
30850,530100,16,40,1000
30851,530101,9,27,567
30852,530102,22,35,1355
30853,530103,19,45,1185
30854,530104,15,41,941
30855,530105,8,26,506
30856,530106,13,21,801
30857,530107,19,55,1195
30858,530108,14,51,891
30859,530109,12,57,777
30860,530110,16,39,999
30861,530111,16,24,984
30862,530113,6,22,382
30863,530114,14,11,851
30864,530115,0,18,18
30865,530116,14,21,861
30866,530117,15,20,920
30867,530118,17,50,1070
30868,530119,13,2,782
30869,530120,1,23,83
30870,530121,14,1,841
30871,530122,21,2,1262
30872,530123,18,0,1080
30873,530124,14,55,895
30874,530125,13,45,825
30875,530126,12,40,760
30876,530127,21,56,1316
30877,530128,21,44,1304
30878,530129,16,44,1004
30879,530130,16,33,993
30880,530131,23,53,1433
30881,530132,13,50,830
30882,530133,4,55,295
30883,530134,15,16,916
30884,530135,2,41,161
30885,530136,1,18,78
30886,530137,21,53,1313
30887,530138,15,5,905
30888,530139,2,49,169
30889,530140,3,57,237
30890,530141,19,31,1171
30891,530142,2,58,178
30892,530143,2,0,120
30893,530144,15,57,957
30894,530146,15,0,900
30895,530147,22,13,1333
30896,530148,12,0,720
30897,530149,0,0,0
30898,530150,20,59,1259
30899,530151,1,12,72
30900,530152,18,0,1080
30901,530153,22,52,1372
30902,530154,6,13,373
30903,530155,7,38,458
30904,530156,4,42,282
30905,530158,4,20,260
30906,530159,13,32,812
30907,530160,2,49,169
30908,530161,22,5,1325
30909,530162,12,4,724
30910,530163,23,10,1390
30911,530164,17,59,1079
30912,530165,3,13,193
30913,530166,11,9,669
30914,530167,12,2,722
30915,530168,10,46,646
30916,530169,6,4,364
30917,530170,23,38,1418
30918,530171,22,15,1335
30919,530172,18,30,1110
30920,530173,1,57,117
30921,530174,8,10,490
30922,530175,16,33,993
30923,530176,4,12,252
30924,530177,10,12,612
30925,530178,1,30,90
30926,530179,19,12,1152
30927,530180,0,44,44
30928,530181,23,31,1411
30929,530182,22,30,1350
30930,530183,0,42,42
30931,530184,9,29,569
30932,530185,20,8,1208
30933,530186,21,25,1285
30934,530187,0,43,43
30935,530188,5,25,325
30936,530189,8,18,498
30937,530190,12,2,722
30938,530191,10,57,657
30939,530192,12,40,760
30940,530193,16,33,993
30941,530194,17,9,1029
30942,530195,5,25,325
30943,530196,0,55,55
30944,530197,13,4,784
30945,530198,23,6,1386
30946,530199,17,23,1043
30947,530200,1,46,106
30948,530201,18,11,1091
30949,530202,19,45,1185
30950,530203,6,0,360
30951,530205,17,33,1053
30952,530206,2,33,153
30953,530207,20,4,1204
30954,530209,14,18,858
30955,530210,16,58,1018
30956,530211,14,20,860
30957,530212,21,0,1260
30958,530213,23,15,1395
30959,530214,5,39,339
30960,530215,8,38,518
30961,530216,3,3,183
30962,530217,4,46,286
30963,530218,1,30,90
30964,530219,3,6,186
30965,530220,8,40,520
30966,530221,18,0,1080
30967,530222,9,33,573
30968,530223,12,5,725
30969,530224,15,5,905
30970,530225,6,30,390
30971,530226,22,13,1333
30972,530227,9,33,573
30973,530228,19,7,1147
30974,530229,19,0,1140
30975,530230,20,19,1219
30976,530231,9,27,567
30977,530232,21,57,1317
30978,530233,1,52,112
30979,530234,8,42,522
30980,530235,23,31,1411
30981,530236,15,19,919
30982,530237,22,30,1350
30983,530238,15,26,926
30984,530239,17,3,1023
30985,530240,23,30,1410
30986,530241,20,28,1228
30987,530242,0,51,51
30988,530243,10,2,602
30989,530244,17,42,1062
30990,530245,11,27,687
30991,530246,13,55,835
30992,530247,17,47,1067
30993,530248,6,56,416
30994,530249,20,42,1242
30995,530250,16,20,980
30996,530251,15,6,906
30997,530252,14,52,892
30998,530253,10,30,630
30999,530254,1,14,74
31000,530255,10,38,638
31001,530256,16,6,966
31002,530257,15,55,955
31003,530258,12,18,738
31004,530259,13,0,780
31005,530260,14,30,870
31006,530261,15,26,926
31007,530262,22,9,1329
31008,530263,5,30,330
31009,530264,21,25,1285
31010,530265,7,58,478
31011,530266,17,15,1035
31012,530267,11,5,665
31013,530268,13,5,785
31014,530269,0,36,36
31015,530270,21,46,1306
31016,530271,21,42,1302
31017,530272,20,40,1240
31018,530273,14,10,850
31019,530274,10,16,616
31020,530275,19,15,1155
31021,530276,10,53,653
31022,530277,16,55,1015
31023,530278,16,16,976
31024,530279,18,9,1089
31025,530280,0,58,58
31026,530281,16,12,972
31027,530282,18,36,1116
31028,530283,14,10,850
31029,530284,20,58,1258
31030,530285,5,30,330
31031,530286,13,30,810
31032,530287,15,31,931
31033,530288,12,52,772
31034,530289,22,17,1337
31035,530290,1,56,116
31036,530291,17,23,1043
31037,530292,17,23,1043
31038,530293,7,31,451
31039,530294,17,25,1045
31040,530296,2,17,137
31041,530297,3,35,215
31042,530298,99,99,6039
31043,530300,16,23,983
31044,530301,20,47,1247
31045,530302,1,11,71
31046,530303,20,54,1254
31047,530304,12,21,741
31048,530305,21,20,1280
31049,530306,15,10,910
31050,530307,9,48,588
31051,530308,99,99,6039
31052,530309,13,27,807
31053,530310,15,12,912
31054,530311,17,30,1050
31055,530312,18,11,1091
31056,530314,10,42,642
31057,530315,20,46,1246
31058,530316,6,15,375
31059,530318,7,19,439
31060,530319,10,40,640
31061,530320,0,47,47
31062,530321,21,46,1306
31063,530322,99,99,6039
31064,530323,10,16,616
31065,530324,13,45,825
31066,530325,15,18,918
31067,530326,18,2,1082
31068,530327,13,53,833
31069,530328,15,1,901
31070,530329,0,50,50
31071,530330,21,54,1314
31072,530331,17,35,1055
31073,530332,2,10,130
31074,530333,13,32,812
31075,530334,22,19,1339
31076,530335,6,9,369
31077,530336,16,19,979
31078,530337,2,8,128
31079,530338,11,55,715
31080,530339,18,55,1135
31081,530340,18,43,1123
31082,530341,8,52,532
31083,530342,18,6,1086
31084,530343,13,57,837
31085,530344,12,9,729
31086,530345,14,13,853
31087,530346,22,41,1361
31088,530347,23,15,1395
31089,530348,18,16,1096
31090,530349,15,47,947
31091,530350,5,7,307
31092,530351,17,18,1038
31093,530352,14,22,862
31094,530353,19,27,1167
31095,530354,9,45,585
31096,530355,18,46,1126
31097,530356,2,20,140
31098,530357,9,30,570
31099,530358,17,11,1031
31100,530359,4,47,287
31101,530360,1,15,75
31102,530361,18,20,1100
31103,530362,13,26,806
31104,530363,23,39,1419
31105,530364,15,43,943
31106,530365,21,30,1290
31107,530366,14,50,890
31108,530367,99,99,6039
31109,530368,20,13,1213
31110,530369,16,55,1015
31111,530370,21,19,1279
31112,530371,1,16,76
31113,530372,9,13,553
31114,530373,21,31,1291
31115,530374,9,35,575
31116,530375,9,17,557
31117,530376,13,45,825
31118,530377,14,26,866
31119,530378,19,24,1164
31120,530379,19,51,1191
31121,530380,11,11,671
31122,530381,16,17,977
31123,530382,8,40,520
31124,530383,19,48,1188
31125,530384,5,20,320
31126,530385,0,10,10
31127,530386,10,0,600
31128,530387,8,25,505
31129,530388,5,12,312
31130,530389,15,33,933
31131,530390,10,25,625
31132,530391,14,10,850
31133,530392,17,27,1047
31134,530393,15,38,938
31135,530394,0,9,9
31136,530395,7,56,476
31137,530396,13,21,801
31138,530397,5,45,345
31139,530398,19,53,1193
31140,530399,12,53,773
